Time,lat,lon,state
K01R,31.133333333333333,-92.56666666666666,LA
K01T,28.133333333333333,-94.4,LA
K05F,31.416666666666668,-97.8,TX
K0E0,34.983333333333334,-106.0,NM
K0F2,33.6,-97.78333333333333,TX
K0R3,29.983333333333334,-92.08333333333333,LA
K11R,30.216666666666665,-96.36666666666666,TX
K1B7,29.35,-89.43333333333334,LA
K1F0,34.15,-97.11666666666666,OK
K1F9,33.18333333333333,-97.83333333333333,TX
K1G7,28.783333333333335,-89.05,LA
K1L0,30.083333333333332,-90.58333333333333,LA
K25R,26.45,-98.13333333333334,TX
K25T,26.933333333333334,-94.68333333333334,TX
K28K,27.883333333333333,-91.5,LA
K28T,29.7,-93.95,TX
K2C2,32.36666666666667,-106.46666666666667,NM
K2F1,35.2,-100.25,TX
K2F8,32.75,-91.88333333333334,LA
K2GL,29.416666666666668,-90.3,LA
K2R8,27.816666666666666,-97.08333333333333,TX
K31F,32.68333333333333,-102.65,TX
K37C,28.366666666666667,-93.5,LA
K3B6,28.233333333333334,-91.68333333333334,LA
K3R1,28.966666666666665,-95.86666666666666,TX
K3R5,29.716666666666665,-98.05,TX
K3R7,30.25,-92.66666666666667,LA
K3T1,32.75,-95.5,TX
K3T5,29.9,-96.95,TX
K3V8,29.116666666666667,-89.2,LA
K41I,28.466666666666665,-91.78333333333333,LA
K4C0,29.783333333333335,-93.18333333333334,LA
K4CO,29.783333333333335,-93.18333333333334,LA
K4CR,34.1,-105.66666666666667,NM
K4F4,32.7,-94.95,TX
K4M9,36.4,-90.65,AR
K4MR,34.3,-103.8,NM
K4MY,34.983333333333334,-106.0,NM
K4O4,33.916666666666664,-94.86666666666666,OK
K4SL,35.78333333333333,-107.16666666666667,NM
K5C1,29.716666666666665,-98.7,TX
K5R0,28.216666666666665,-93.75,TX
K5R3,30.5,-97.96666666666667,TX
K5R5,29.25,-96.15,TX
K5R8,30.433333333333334,-93.46666666666667,LA
K5T5,32.083333333333336,-97.1,TX
K5T6,31.883333333333333,-106.7,NM
K5T9,28.85,-100.51666666666667,TX
K62H,30.166666666666668,-96.98333333333333,TX
K66R,29.65,-96.51666666666667,TX
K6R0,30.35,-89.81666666666666,LA
K6R3,30.35,-95.0,TX
K6R6,30.05,-102.21666666666667,TX
K6R9,30.783333333333335,-98.66666666666667,TX
K6T5,28.983333333333334,-95.31666666666666,TX
K7B5,28.083333333333332,-93.2,LA
K7F6,33.6,-95.06666666666666,TX
K7F9,31.916666666666668,-98.6,TX
K7R1,29.266666666666666,-89.36666666666666,LA
K7R2,29.216666666666665,-90.23333333333333,LA
K7R3,29.683333333333334,-91.08333333333333,LA
K7R4,29.766666666666666,-92.11666666666666,LA
K7R5,29.766666666666666,-93.28333333333333,LA
K7R8,28.3,-91.96666666666667,LA
K7W2,28.583333333333332,-92.46666666666667,LA
K9F2,29.1,-90.2,LA
KABI,32.416666666666664,-99.68333333333334,TX
KABQ,35.05,-106.61666666666666,NM
KABX,35.15,-106.81666666666666,NM
KACP,30.75,-92.68333333333334,LA
KACT,31.616666666666667,-97.23333333333333,TX
KADF,34.1,-93.06666666666666,AR
KADH,34.8,-96.66666666666667,OK
KADM,34.28333333333333,-97.01666666666667,OK
KADS,32.96666666666667,-96.81666666666666,TX
KAEG,35.13333333333333,-106.8,NM
KAEX,31.333333333333332,-92.56666666666666,LA
KAFW,32.96666666666667,-97.31666666666666,TX
KALI,27.733333333333334,-98.01666666666667,TX
KALM,32.81666666666667,-105.96666666666667,NM
KAMA,35.21666666666667,-101.71666666666667,TX
KAPY,26.966666666666665,-99.25,TX
KAQO,30.783333333333335,-98.66666666666667,TX
KAQR,34.4,-96.15,OK
KAQV,31.4,-93.3,LA
KARA,30.033333333333335,-91.88333333333334,LA
KARG,36.11666666666667,-90.91666666666667,AR
KARM,29.25,-96.15,TX
KASD,30.35,-89.81666666666666,LA
KASG,36.166666666666664,-94.11666666666666,AR
KASL,32.516666666666666,-94.3,TX
KATP,27.2,-90.03333333333333,LA
KATS,32.85,-104.46666666666667,NM
KATT,30.316666666666666,-97.76666666666667,TX
KAUD,29.933333333333334,-90.13333333333334,LA
KAUS,30.183333333333334,-97.68333333333334,TX
KAVK,36.766666666666666,-98.66666666666667,OK
KAWM,35.13333333333333,-90.23333333333333,AR
KAWN,32.78333333333333,-97.43333333333334,TX
KAXH,29.516666666666666,-95.48333333333333,TX
KAXO,29.25,-89.96666666666667,LA
KAXS,34.7,-99.33333333333333,OK
KAXX,36.416666666666664,-105.28333333333333,NM
KBAD,32.5,-93.66666666666667,LA
KBAZ,29.716666666666665,-98.05,TX
KBBD,31.183333333333334,-99.31666666666666,TX
KBBF,27.833333333333332,-96.01666666666667,TX
KBEA,28.366666666666667,-97.78333333333333,TX
KBGD,35.7,-101.4,TX
KBGS,32.21666666666667,-101.51666666666667,TX
KBIF,31.85,-106.38333333333334,TX
KBKB,31.0,-92.91666666666667,LA
KBKD,32.71666666666667,-98.88333333333334,TX
KBKN,36.75,-97.35,OK
KBKS,27.2,-98.11666666666666,TX
KBMQ,30.733333333333334,-98.23333333333333,TX
KBMT,30.066666666666666,-94.21666666666667,TX
KBPC,35.88333333333333,-101.03333333333333,TX
KBPG,32.21666666666667,-101.51666666666667,TX
KBPK,36.36666666666667,-92.46666666666667,AR
KBPT,29.95,-94.03333333333333,TX
KBQP,32.75,-91.88333333333334,LA
KBQX,28.5,-95.71666666666667,TX
KBRO,25.916666666666668,-97.41666666666667,TX
KBSM,30.183333333333334,-97.68333333333334,TX
KBTR,30.533333333333335,-91.15,LA
KBVE,29.316666666666666,-89.4,LA
KBVO,36.766666666666666,-96.01666666666667,OK
KBVX,35.733333333333334,-91.65,AR
KBWD,31.8,-98.95,TX
KBXA,30.816666666666666,-89.86666666666666,LA
KBYH,35.96666666666667,-89.95,AR
KBYY,28.966666666666665,-95.86666666666666,TX
KCAO,36.45,-103.15,NM
KCCA,35.6,-92.45,AR
KCDH,33.61666666666667,-92.76666666666667,AR
KCDS,34.43333333333333,-100.28333333333333,TX
KCFD,30.716666666666665,-96.33333333333333,TX
KCHK,35.1,-97.96666666666667,OK
KCIM,36.483333333333334,-104.86666666666666,NM
KCLK,35.53333333333333,-98.93333333333334,OK
KCLL,30.583333333333332,-96.36666666666666,TX
KCMB,29.433333333333334,-92.98333333333333,LA
KCME,33.333333333333336,-104.61666666666666,NM
KCNM,32.333333333333336,-104.25,NM
KCNW,31.633333333333333,-97.06666666666666,TX
KCOM,31.833333333333332,-99.4,TX
KCOT,28.45,-99.21666666666667,TX
KCPT,32.35,-97.43333333333334,TX
KCQB,35.71666666666667,-96.81666666666666,OK
KCQC,35.0,-105.66666666666667,NM
KCRH,28.916666666666668,-93.3,TX
KCRM,36.6,-98.61666666666666,TX
KCRP,27.766666666666666,-97.5,TX
KCRS,32.03333333333333,-96.4,TX
KCSM,35.35,-99.2,OK
KCUH,35.95,-96.76666666666667,OK
KCVB,29.35,-98.85,TX
KCVN,34.416666666666664,-103.06666666666666,NM
KCVS,34.36666666666667,-103.31666666666666,NM
KCVW,29.783333333333335,-93.3,LA
KCWC,33.85,-98.48333333333333,TX
KCWF,30.216666666666665,-93.15,LA
KCWK,30.383333333333333,-97.53333333333333,TX
KCXO,30.35,-95.41666666666667,TX
KCYD,28.166666666666668,-89.21666666666667,LA
KCZT,28.516666666666666,-99.81666666666666,TX
KDAL,32.85,-96.85,TX
KDEQ,34.05,-94.4,AR
KDFW,32.9,-97.01666666666667,TX
KDFX,29.266666666666666,-100.28333333333333,TX
KDHT,36.016666666666666,-102.55,TX
KDKR,31.3,-95.4,TX
KDLF,29.366666666666667,-100.76666666666667,TX
KDMN,32.266666666666666,-107.71666666666667,NM
KDNK,31.116666666666667,-93.15,LA
KDQU,34.1,-94.28333333333333,AR
KDRI,30.833333333333332,-93.33333333333333,LA
KDRT,29.366666666666667,-100.91666666666667,TX
KDTN,32.55,-93.75,LA
KDTO,33.2,-97.2,TX
KDUA,33.95,-96.4,OK
KDUC,34.46666666666667,-97.96666666666667,OK
KDUX,35.85,-102.01666666666667,TX
KDWH,30.066666666666666,-95.55,TX
KDYS,32.416666666666664,-99.83333333333333,TX
KDYX,32.53333333333333,-99.25,TX
KDZB,30.533333333333335,-98.36666666666666,TX
KE02,31.916666666666668,-102.4,TX
KE11,32.333333333333336,-102.53333333333333,TX
KE12,28.066666666666666,-92.7,LA
KE23,36.416666666666664,-105.56666666666666,NM
KE28,32.93333333333333,-106.41666666666667,NM
KE29,30.583333333333332,-100.65,TX
KE33,36.88333333333333,-106.56666666666666,NM
KE38,30.383333333333333,-103.68333333333334,TX
KE80,34.65,-106.83333333333333,NM
KEBG,26.45,-98.13333333333334,TX
KECU,29.95,-100.16666666666667,TX
KEDC,30.4,-97.56666666666666,TX
KEFD,29.6,-95.16666666666667,TX
KEHC,28.433333333333334,-92.88333333333334,LA
KEIC,32.766666666666666,-93.81666666666666,LA
KEIR,28.633333333333333,-91.48333333333333,LA
KELA,29.6,-96.31666666666666,TX
KELD,33.21666666666667,-92.81666666666666,AR
KELK,35.43333333333333,-99.4,OK
KELP,31.816666666666666,-106.38333333333334,TX
KEMK,27.816666666666666,-94.31666666666666,TX
KEND,36.31666666666667,-97.91666666666667,OK
KEPZ,31.866666666666667,-106.7,NM
KERV,29.983333333333334,-99.08333333333333,TX
KESF,31.4,-92.28333333333333,LA
KEWX,29.7,-98.03333333333333,TX
KF05,34.233333333333334,-99.28333333333333,TX
KF12,32.15,-94.85,TX
KF17,31.833333333333332,-94.15,TX
KF18,32.35,-97.43333333333334,TX
KF24,32.65,-93.3,LA
KF28,35.46666666666667,-98.0,OK
KF39,33.71666666666667,-96.66666666666667,TX
KF44,32.166666666666664,-95.83333333333333,TX
KF46,32.93333333333333,-96.43333333333334,TX
KF54,32.666666666666664,-97.1,TX
KF55,32.45,-97.81666666666666,TX
KF60,31.466666666666665,-97.31666666666666,TX
KFDR,34.35,-98.98333333333333,OK
KFDX,34.63333333333333,-103.61666666666666,NM
KFLP,36.28333333333333,-92.58333333333333,AR
KFMN,36.75,-108.23333333333333,NM
KFSI,34.65,-98.4,OK
KFSM,35.333333333333336,-94.36666666666666,AR
KFST,30.916666666666668,-102.91666666666667,TX
KFTI,35.65,-105.13333333333334,NM
KFTN,28.216666666666665,-100.01666666666667,TX
KFTW,32.833333333333336,-97.36666666666666,TX
KFWD,32.81666666666667,-97.28333333333333,TX
KFWH,32.78333333333333,-97.43333333333334,TX
KFWR,32.833333333333336,-97.3,TX
KFWS,32.56666666666667,-97.3,TX
KFYV,36.016666666666666,-94.16666666666667,AR
KG01,27.9,-91.5,LA
KGAG,36.3,-99.76666666666667,OK
KGAO,29.45,-90.26666666666667,LA
KGBK,27.2,-92.2,LA
KGCM,36.3,-95.48333333333333,OK
KGDJ,32.45,-97.81666666666666,TX
KGDP,31.833333333333332,-104.81666666666666,TX
KGGG,32.38333333333333,-94.71666666666667,TX
KGHB,27.833333333333332,-91.98333333333333,LA
KGKY,32.666666666666664,-97.1,TX
KGLE,33.65,-97.2,TX
KGLS,29.266666666666666,-94.86666666666666,TX
KGMJ,36.6,-94.73333333333333,OK
KGNC,32.68333333333333,-102.65,TX
KGNT,35.166666666666664,-107.9,NM
KGOK,35.85,-97.4,OK
KGOP,31.416666666666668,-97.8,TX
KGPM,32.7,-97.05,TX
KGRK,31.066666666666666,-97.83333333333333,TX
KGRY,27.633333333333333,-90.45,LA
KGSM,28.533333333333335,-90.98333333333333,LA
KGTU,30.683333333333334,-97.68333333333334,TX
KGUL,27.3,-93.53333333333333,TX
KGUP,35.516666666666666,-108.8,NM
KGUY,36.68333333333333,-101.5,OK
KGVT,33.06666666666667,-96.06666666666666,TX
KGVX,28.583333333333332,-94.98333333333333,TX
KGYB,30.166666666666668,-96.98333333333333,TX
KGYI,33.71666666666667,-96.66666666666667,TX
KGZL,35.28333333333333,-95.1,OK
KH00,36.35,-94.21666666666667,AR
KH02,28.1,-93.4,LA
KH08,28.466666666666665,-93.73333333333333,LA
KH18,28.983333333333334,-89.13333333333334,LA
KH39,27.95,-93.98333333333333,LA
KH45,35.266666666666666,-96.68333333333334,OK
KH78,28.183333333333334,-88.48333333333333,LA
KHBR,34.983333333333334,-99.05,OK
KHBV,27.35,-98.73333333333333,TX
KHDC,30.516666666666666,-90.41666666666667,LA
KHDO,29.366666666666667,-99.16666666666667,TX
KHDX,33.083333333333336,-106.11666666666666,NM
KHGX,29.466666666666665,-95.08333333333333,TX
KHHF,35.9,-100.4,TX
KHHV,26.933333333333334,-94.68333333333334,TX
KHHW,34.03333333333333,-95.55,OK
KHKA,35.93333333333333,-89.83333333333333,AR
KHLR,31.133333333333333,-97.71666666666667,TX
KHMN,32.85,-106.08333333333333,NM
KHMY,35.03333333333333,-97.23333333333333,OK
KHOB,32.666666666666664,-103.21666666666667,NM
KHOT,34.483333333333334,-93.1,AR
KHOU,29.633333333333333,-95.28333333333333,TX
KHQI,27.933333333333334,-93.66666666666667,TX
KHQZ,32.75,-96.53333333333333,TX
KHRL,26.233333333333334,-97.65,TX
KHRO,36.266666666666666,-93.15,AR
KHRV,29.85,-90.0,LA
KHRX,34.86666666666667,-102.33333333333333,TX
KHUM,29.566666666666666,-90.66666666666667,LA
KHYI,29.883333333333333,-97.86666666666666,TX
KHZR,30.716666666666665,-91.48333333333333,LA
KIAH,30.0,-95.36666666666666,TX
KIER,31.733333333333334,-93.1,LA
KIKR,35.05,-106.6,NM
KIKT,28.516666666666666,-88.28333333333333,LA
KILE,31.066666666666666,-97.66666666666667,TX
KINJ,32.083333333333336,-97.1,TX
KINK,31.783333333333335,-103.2,TX
KINX,36.18333333333333,-95.56666666666666,OK
KIPN,28.083333333333332,-87.98333333333333,LA
KIWS,29.816666666666666,-95.66666666666667,TX
KIYA,29.983333333333334,-92.08333333333333,LA
KJAS,30.883333333333333,-94.03333333333333,TX
KJBR,35.833333333333336,-90.65,AR
KJCT,30.5,-99.76666666666667,TX
KJDD,32.75,-95.5,TX
KJSO,31.866666666666667,-95.21666666666667,TX
KJSV,35.43333333333333,-94.8,OK
KJWG,35.86666666666667,-98.41666666666667,OK
KJWY,32.45,-96.91666666666667,TX
KJXI,32.7,-94.95,TX
KL29,29.8,-92.83333333333333,LA
KL38,30.166666666666668,-90.93333333333334,LA
KL40,28.2,-94.2,LA
KL42,30.75,-92.68333333333334,LA
KL49,29.45,-90.26666666666667,LA
KL75,30.133333333333333,-93.36666666666666,LA
KLAM,35.86666666666667,-106.26666666666667,NM
KLAW,34.55,-98.41666666666667,OK
KLBB,33.666666666666664,-101.81666666666666,TX
KLBR,33.6,-95.06666666666666,TX
KLBX,29.116666666666667,-95.46666666666667,TX
KLCH,30.133333333333333,-93.21666666666667,LA
KLEV,29.183333333333334,-90.1,LA
KLFK,31.233333333333334,-94.75,TX
KLFT,30.2,-92.0,LA
KLHB,30.866666666666667,-96.61666666666666,TX
KLIT,34.733333333333334,-92.23333333333333,AR
KLIX,30.333333333333332,-89.83333333333333,LA
KLLQ,33.63333333333333,-91.75,AR
KLNC,32.583333333333336,-96.71666666666667,TX
KLRD,27.55,-99.46666666666667,TX
KLRF,34.916666666666664,-92.15,AR
KLRU,32.266666666666666,-106.91666666666667,NM
KLSB,32.333333333333336,-108.7,NM
KLTS,34.666666666666664,-99.26666666666667,OK
KLUB,33.65,-101.81666666666666,TX
KLUD,33.25,-97.58333333333333,TX
KLVJ,29.516666666666666,-95.25,TX
KLVS,35.65,-105.13333333333334,NM
KLXY,31.633333333333333,-96.51666666666667,TX
KLZK,34.833333333333336,-92.26666666666667,AR
KLZZ,31.1,-98.2,TX
KM19,35.65,-91.16666666666667,AR
KM39,34.55,-94.2,AR
KM63,32.05,-106.15,NM
KM89,34.1,-93.06666666666666,AR
KMAF,31.95,-102.2,TX
KMCJ,29.716666666666665,-95.4,TX
KMDD,32.03333333333333,-102.1,TX
KMDJ,28.65,-89.8,LA
KMEZ,34.55,-94.2,AR
KMFE,26.183333333333334,-98.25,TX
KMIS,29.3,-88.85,LA
KMIU,27.283333333333335,-96.73333333333333,TX
KMKN,31.916666666666668,-98.6,TX
KMKO,35.65,-95.36666666666666,OK
KMLC,34.88333333333333,-95.78333333333333,OK
KMLU,32.516666666666666,-92.03333333333333,LA
KMMB,36.3,-99.76666666666667,OK
KMNE,32.65,-93.3,LA
KMNZ,31.666666666666668,-98.15,TX
KMPM,29.266666666666666,-88.76666666666667,LA
KMRF,30.366666666666667,-104.01666666666667,TX
KMSY,30.0,-90.25,LA
KMWL,32.78333333333333,-98.06666666666666,TX
KMWT,34.55,-93.58333333333333,AR
KMZG,27.733333333333334,-96.18333333333334,TX
KNBE,32.71666666666667,-96.96666666666667,TX
KNBG,29.816666666666666,-90.01666666666667,LA
KNEW,30.05,-90.03333333333333,LA
KNFW,32.78333333333333,-97.43333333333334,TX
KNGP,27.683333333333334,-97.26666666666667,TX
KNIR,28.366666666666667,-97.66666666666667,TX
KNMT,28.25,-98.73333333333333,TX
KNOG,27.9,-98.05,TX
KNQI,27.5,-97.81666666666666,TX
KOCH,31.566666666666666,-94.71666666666667,TX
KODO,31.916666666666668,-102.4,TX
KOJA,35.55,-98.66666666666667,OK
KOKC,35.38333333333333,-97.6,OK
KOKM,35.666666666666664,-95.95,OK
KONM,34.016666666666666,-106.9,NM
KOPL,30.55,-92.1,LA
KOPM,26.833333333333332,-96.93333333333334,TX
KORG,30.066666666666666,-93.8,TX
KORN,30.25,-89.76666666666667,LA
KOSA,33.1,-94.96666666666667,TX
KOUN,35.25,-97.46666666666667,OK
KOWP,36.18333333333333,-96.15,OK
KOZA,30.733333333333334,-101.2,TX
KP07,30.166666666666668,-102.41666666666667,TX
KP70,34.916666666666664,-105.56666666666666,NM
KP92,29.566666666666666,-91.53333333333333,LA
KPBF,34.18333333333333,-91.93333333333334,AR
KPEQ,31.383333333333333,-103.51666666666667,TX
KPEZ,28.95,-98.51666666666667,TX
KPGO,34.68333333333333,-94.61666666666666,OK
KPIL,26.166666666666668,-97.33333333333333,TX
KPKV,28.65,-96.68333333333334,TX
KPNC,36.733333333333334,-97.1,OK
KPOE,31.05,-93.2,LA
KPPA,35.61666666666667,-101.0,TX
KPRS,29.633333333333333,-104.35,TX
KPRX,33.61666666666667,-95.45,TX
KPSN,31.783333333333335,-95.7,TX
KPSX,28.716666666666665,-96.25,TX
KPTN,29.716666666666665,-91.31666666666666,LA
KPVJ,34.71666666666667,-97.21666666666667,OK
KPVW,34.166666666666664,-101.71666666666667,TX
KPWA,35.53333333333333,-97.65,OK
KPWG,31.466666666666665,-97.31666666666666,TX
KPYX,36.416666666666664,-100.75,TX
KRAS,27.816666666666666,-97.08333333333333,TX
KRBD,32.68333333333333,-96.86666666666666,TX
KRBO,27.783333333333335,-97.68333333333334,TX
KRCE,35.483333333333334,-97.81666666666666,OK
KREE,33.6,-102.03333333333333,TX
KRFI,32.15,-94.85,TX
KRKP,28.083333333333332,-97.05,TX
KRKR,35.016666666666666,-94.61666666666666,OK
KRND,29.516666666666666,-98.26666666666667,TX
KROG,36.36666666666667,-94.08333333333333,AR
KROW,33.3,-104.5,NM
KRPE,29.683333333333334,-93.95,TX
KRPH,33.11666666666667,-98.55,TX
KRQO,35.46666666666667,-98.0,OK
KRSK,36.75,-108.1,NM
KRSN,32.516666666666666,-92.58333333333333,LA
KRTN,36.733333333333334,-104.5,NM
KRUE,35.25,-93.1,AR
KRVS,36.05,-95.98333333333333,OK
KRWV,30.516666666666666,-96.7,TX
KRYW,30.5,-97.96666666666667,TX
KRZC,36.25,-94.11666666666666,AR
KS02,28.5,-91.3,LA
KS58,28.516666666666666,-90.56666666666666,LA
KS65,28.5,-91.2,LA
KSAF,35.61666666666667,-106.1,NM
KSAT,29.533333333333335,-98.46666666666667,TX
KSCF,29.116666666666667,-91.86666666666666,LA
KSEP,32.21666666666667,-98.16666666666667,TX
KSGR,29.616666666666667,-95.65,TX
KSGT,34.6,-91.56666666666666,AR
KSHP,33.96666666666667,-98.46666666666667,TX
KSHV,32.45,-93.83333333333333,LA
KSIL,30.25,-89.76666666666667,LA
KSJT,31.366666666666667,-100.5,TX
KSKF,29.366666666666667,-98.56666666666666,TX
KSKX,36.45,-105.66666666666667,NM
KSLG,36.2,-94.46666666666667,AR
KSLR,33.166666666666664,-95.61666666666666,TX
KSNK,32.7,-100.95,TX
KSNL,35.35,-96.95,OK
KSOA,30.583333333333332,-100.65,TX
KSPL,26.066666666666666,-97.15,TX
KSPR,28.6,-91.2,LA
KSPS,33.983333333333334,-98.5,TX
KSQE,28.066666666666666,-90.81666666666666,LA
KSRC,35.21666666666667,-91.73333333333333,AR
KSRE,35.266666666666666,-96.68333333333334,OK
KSRN,29.116666666666667,-91.86666666666666,LA
KSRR,33.46666666666667,-105.51666666666667,NM
KSRX,35.28333333333333,-94.36666666666666,AR
KSSF,29.333333333333332,-98.46666666666667,TX
KSTZ,28.166666666666668,-90.66666666666667,LA
KSVC,32.63333333333333,-108.15,NM
KSWO,36.166666666666664,-97.08333333333333,OK
KSWW,32.46666666666667,-100.46666666666667,TX
KT02,29.516666666666666,-95.25,TX
KT04,30.666666666666668,-97.66666666666667,TX
KT05,26.566666666666666,-97.43333333333334,TX
KT20,29.516666666666666,-97.46666666666667,TX
KT27,30.733333333333334,-98.21666666666667,TX
KT31,26.166666666666668,-97.33333333333333,TX
KT35,30.883333333333333,-96.96666666666667,TX
KT43,27.916666666666668,-97.21666666666667,TX
KT46,28.016666666666666,-95.86666666666666,TX
KT47,33.85,-98.48333333333333,TX
KT53,27.783333333333335,-97.68333333333334,TX
KT56,31.3,-95.4,TX
KT65,26.183333333333334,-97.96666666666667,TX
KT72,30.866666666666667,-96.61666666666666,TX
KT77,29.633333333333333,-104.35,TX
KT82,30.25,-98.91666666666667,TX
KT86,26.966666666666665,-99.25,TX
KT89,29.35,-98.85,TX
KT97,28.65,-96.68333333333334,TX
KT98,29.883333333333333,-97.86666666666666,TX
KTCC,35.18333333333333,-103.6,NM
KTCS,33.233333333333334,-107.26666666666667,NM
KTFP,27.916666666666668,-97.21666666666667,TX
KTIK,35.416666666666664,-97.36666666666666,OK
KTKI,33.18333333333333,-96.58333333333333,TX
KTLX,35.333333333333336,-97.28333333333333,OK
KTME,29.8,-95.9,TX
KTPL,31.133333333333333,-97.4,TX
KTQH,35.93333333333333,-95.0,OK
KTRL,32.71666666666667,-96.26666666666667,TX
KTSA,36.2,-95.9,OK
KTTT,32.86666666666667,-97.03333333333333,TX
KTUA,36.15,-95.85,OK
KTUL,36.2,-95.88333333333334,OK
KTVR,32.35,-91.03333333333333,LA
KTXK,33.45,-93.98333333333333,AR
KTXO,34.5,-102.83333333333333,TX
KTYR,32.36666666666667,-95.4,TX
KUTS,30.75,-95.58333333333333,TX
KUVA,29.216666666666665,-99.75,TX
KUXL,30.133333333333333,-93.38333333333334,LA
KVAF,27.35,-94.63333333333334,TX
KVBS,29.483333333333334,-93.63333333333334,LA
KVBT,36.35,-94.21666666666667,AR
KVCT,28.866666666666667,-96.93333333333334,TX
KVKY,29.25,-88.43333333333334,LA
KVNP,29.466666666666665,-92.36666666666666,LA
KVNX,36.733333333333334,-98.13333333333334,OK
KVQT,28.266666666666666,-92.26666666666667,LA
KVRX,28.05,-92.45,LA
KW60,28.15,-93.35,LA
KW76,28.366666666666667,-93.5,LA
KWDG,36.36666666666667,-97.76666666666667,OK
KWNJ,29.633333333333333,-95.28333333333333,TX
KWNS,35.21666666666667,-97.45,OK
KWWR,36.45,-99.51666666666667,OK
KXBP,33.18333333333333,-97.83333333333333,TX
KXCN,27.766666666666666,-91.51666666666667,LA
KXIH,29.183333333333334,-94.51666666666667,LA
KXNA,36.28333333333333,-94.3,AR
KXPY,29.116666666666667,-90.2,LA
KZAB,35.166666666666664,-106.56666666666666,NM
KZFW,32.833333333333336,-97.06666666666666,TX
KZHU,29.65,-95.28333333333333,TX
KZUN,35.083333333333336,-108.78333333333333,NM
MMAA,16.75,-99.75,MX
MMAN,25.866666666666667,-100.23333333333333,MX
MMAS,21.7,-102.31666666666666,MX
MMBT,15.766666666666667,-96.26666666666667,MX
MMCB,18.833333333333332,-99.26666666666667,MX
MMCE,18.65,-91.8,MX
MMCL,24.766666666666666,-107.46666666666667,MX
MMCM,18.5,-88.33333333333333,MX
MMCN,27.4,-109.83333333333333,MX
MMCP,19.816666666666666,-90.5,MX
MMCS,31.616666666666667,-106.41666666666667,MX
MMCT,20.633333333333333,-88.45,MX
MMCU,28.7,-105.96666666666667,MX
MMCV,23.716666666666665,-98.96666666666667,MX
MMCZ,20.516666666666666,-86.91666666666667,MX
MMDO,24.116666666666667,-104.51666666666667,MX
MMEP,21.416666666666668,-104.85,MX
MMES,31.8,-116.6,MX
MMGD,29.166666666666668,-118.31666666666666,MX
MMGL,20.516666666666666,-103.31666666666666,MX
MMGM,27.95,-110.91666666666667,MX
MMHO,29.083333333333332,-111.05,MX
MMIA,19.266666666666666,-103.56666666666666,MX
MMIO,25.55,-100.93333333333334,MX
MMIT,16.45,-95.08333333333333,MX
MMLM,25.666666666666668,-109.06666666666666,MX
MMLO,21.0,-101.46666666666667,MX
MMLP,24.066666666666666,-110.36666666666666,MX
MMLT,26.016666666666666,-111.33333333333333,MX
MMMA,25.766666666666666,-97.51666666666667,MX
MMMD,20.95,-89.65,MX
MMML,32.61666666666667,-115.23333333333333,MX
MMMM,19.85,-101.01666666666667,MX
MMMT,18.1,-94.56666666666666,MX
MMMV,26.95,-101.46666666666667,MX
MMMX,19.416666666666668,-99.08333333333333,MX
MMMY,25.766666666666666,-100.08333333333333,MX
MMMZ,23.166666666666668,-106.26666666666667,MX
MMNG,31.216666666666665,-110.96666666666667,MX
MMNL,27.416666666666668,-99.56666666666666,MX
MMOX,17.0,-96.71666666666667,MX
MMPA,20.5,-97.46666666666667,MX
MMPB,19.166666666666668,-98.36666666666666,MX
MMPE,31.35,-113.51666666666667,MX
MMPG,28.65,-100.51666666666667,MX
MMPN,19.383333333333333,-102.01666666666667,MX
MMPQ,17.533333333333335,-91.98333333333333,MX
MMPR,20.666666666666668,-105.25,MX
MMPS,15.866666666666667,-97.06666666666666,MX
MMQT,20.616666666666667,-100.18333333333334,MX
MMRX,26.016666666666666,-98.21666666666667,MX
MMSC,18.716666666666665,-110.95,MX
MMSD,23.133333333333333,-109.7,MX
MMSL,22.95,-109.93333333333334,MX
MMSM,19.75,-99.01666666666667,MX
MMSP,22.25,-100.93333333333334,MX
MMTB,16.733333333333334,-93.16666666666667,MX
MMTC,25.566666666666666,-103.4,MX
MMTG,16.566666666666666,-93.03333333333333,MX
MMTJ,32.53333333333333,-116.96666666666667,MX
MMTL,20.066666666666666,-98.36666666666666,MX
MMTM,22.266666666666666,-97.86666666666666,MX
MMTO,19.35,-99.56666666666666,MX
MMTP,14.766666666666667,-92.36666666666666,MX
MMUN,21.016666666666666,-86.85,MX
MMVA,18.0,-92.81666666666666,MX
MMVR,19.15,-96.18333333333334,MX
MMZA,22.75,-102.5,MX
MMZC,22.9,-102.68333333333334,MX
MMZH,17.6,-101.46666666666667,MX
MMZO,19.133333333333333,-104.56666666666666,MX
MMZP,20.75,-103.46666666666667,MX
