word.freq.remove,word.freq.order,word.freq.free,word.freq.meeting,word.freq.re,word.freq.edu,char.freq.semicolon,char.freq.exclamation,capital.run.length.average,y
0,0,0,0,0.53,0,0,0,1.142,0
0,0,0,0,0,0,0.029,0.416,1.373,1
0,0,0,0,0,0,0,0,1.375,0
0,0,0.75,0,0,0,0,0.415,1.937,1
0,0,0,0,0,0,0,0.407,3.417,1
0,0,0,0,0.91,0.91,0,0.13,2.457,0
0,0,0,0,1.29,2.58,0,1.16,3.121,0
0,0,0,0,0,0,0,1.282,1,0
0,0,0,0,0,0,0,2.362,3.384,1
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,2.06,0
0,0,0,0,0,0,0,0,1.848,0
0,0,0,0,0,0,0,0,1.625,0
0,0,0,0.47,0,0,0,0,1.884,0
0,0,2.94,0,0,0,0.404,0.809,4.857,1
0,0,0,0,1.88,0,0,0.366,2,0
2.2,0,0,0,0.55,0,0,0.495,16.826,1
0,0,0,0,0,0,0,0,1.768,0
0,0,0,0,0.72,0,0,0,1.897,0
0.45,0,0.22,0,0,0,0,0.037,13.936,1
0,0,0,0,0.28,0,0,0,1.962,0
0,0.68,0,0,0,0,0,0.902,664,1
0,0.29,0.32,0,0.07,0,0.016,0.638,3.697,1
2.04,0,0,0,0,0,0,0.309,2.111,1
0,0,0,0.73,0,0,0,0.149,10.012,0
1.2,1.2,0,0,0,0,0,0.331,50.166,1
0.86,0,0.86,0,0,0,0,0.457,2.75,1
0.32,0,0.32,0,0.32,0,0,0,1.494,1
0,0,4.97,0,0,0,0,0.17,1.468,1
0.08,0.08,0.08,0,0.17,0,0,0.287,3.314,1
0,0,0,0,0,0,0.098,0,2.324,0
0,0,0,0,0,0,0,0,1,0
0,0.66,0,0,0,0,0,0.023,8.76,0
0,0.8,0,0,0,0,0,0,1.166,0
0,0,0,0.11,0,0,0.053,0,2.367,0
0,0.75,0,0,0,0,0,2.224,107.4,1
0,0.52,0,0,0.1,0,0.223,0,2.725,0
0,0,0,5.55,0,0,0,0,1.375,0
0.25,0.59,0.25,0,0.08,0.08,0,0.42,7.497,1
0,0,0,0,0,0,0,0.311,1.954,1
1.25,0,6.25,0,0,0,0,0,1,1
0,0,0,0,0.33,0.33,0,0.174,2.071,0
0,0,0,0,0,0,0,0.333,1.666,0
0,0,0,0,0,0,0,0,1.666,0
0,0,0,0,0,0,0,0,2,0
0.5,0.8,0.1,0,0.1,0.1,0,0.49,8.55,1
0,0.09,0,0,0,0,0.765,5.831,6,1
0,0,0.38,0,0,0,0.068,0.019,3.389,1
0,0,0,0,0,0,0,0,1.89,0
0,0,0,0,3.03,0,0,0,1.272,0
0,0,0,0,0,0,0,3.448,2.666,1
0,0,0,0,0,0,0,0.816,3.173,1
0,0,0,0,0,0,0,3.571,1,0
0,0,0.77,0,0.77,0,0,0.672,2.794,1
0,0,0,0,0,0,0,0,4.223,0
0,0,0,0,0,0,0,0,1.373,0
0,0,0,0,0,0,0,0.596,2.133,0
0.35,0,0.7,0,0,0,0,0.397,3.388,1
0,0,0,0,0,0,0.109,0,1.411,0
0,0,0,0,0,0,0,0,4.413,0
0.59,0,0,0,0.59,0,0,0.052,2.886,1
0,0,0,0,0,3.12,0,0,1,0
0,0,0.32,0,0,0,0,0.622,1.25,1
0,1.15,0.11,0,0,0,0.048,0,3.275,0
0.05,0.44,0.26,0,0.02,0,0,0.344,6.094,1
0,0,0,0,0,0.86,0,0,3.103,0
0,0,0,0,0,2.77,0,0,1,0
0,0,0.45,0,0.22,0,0.153,0,2.47,1
0.96,0,0,0,0,0,0,0.462,1.312,1
1.05,0,3.15,0,0,0,0,0.74,4.947,1
0.32,0,0.32,0,0.32,0,0,0,1.537,1
0.1,0.2,0.91,0,0,0,0,0.297,6.8,1
0.13,0.13,0,0,0,0,0,0.021,1.728,1
0.09,0.55,0,0,0.09,0,0,0.341,7.273,1
0,0,0,2.22,0,0,0,0.181,1.285,0
0,0,1.05,0,1.05,0,0,0.365,3.343,1
0.21,0,0.14,0,0,0,0,0.372,5.114,1
0,0,0,0,0,0,0.215,0,2.221,0
0,0,20,0,0,0,0,0,1,0
0,0,0,0,0,0,0,6.387,1.131,0
0,0,0,0,0,0,0,0.218,1.827,1
0,0,0,0,0,0,0,0,1.687,0
0,0,3.34,0,0,0,0,0.878,5.985,1
0,0,0,0,0,0,0,0.649,5.875,1
0.68,0,0.34,0,0,0,0,0.048,1.411,0
0,0,1.25,0,0,0,0,0,1.2,1
0.45,0,0,0,0,0,0,0.21,2.368,1
0.57,0,1.72,0,0,0,0,0.19,6.584,1
0,0,0,0,0,0.46,0,0,1.117,0
0,0,0,0,0.87,0,0.327,0,1.3,0
0,0,0,0,0,0,0,1.123,2.6,0
0,0,0.07,0.07,0.07,0,0,0,1.588,0
0,0,0,0,0,0,0.012,0,2.188,0
0,0,0,0,0,0.42,4.385,0.071,6.822,0
0,0,1.19,0,0,0,0,0.403,9.785,1
0,0,0,0,0,0,0,0,1.437,0
0,0,0,0,0,0,0.135,0,1.915,0
0,0,0,1.27,0,0,0.028,0,2.457,0
0,0,0,0,0,0,0,0,4.818,1
0,0,0,0,0.91,0,0,0,1.918,0
0,0,0,0,0,0,0,0,6.428,0
0,0,0,0.58,0.58,1.16,0,0.082,2.674,0
0,0,0,0,0,2.89,0,0.954,9.125,0
0,0,0,0,0.25,0,0,0,1.196,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,1.69,0,0,0,3.083,0
0,0,0,0,1.4,0,0,0.1,1.682,0
0,0,0,0,0.74,0,0,0,2.638,0
0.64,0,0,0,0.64,0,0,0.921,1.833,1
0,0,0,0,0.38,0,0,0.276,1.104,0
0,0,0,0,0,0,0,0,1,0
0.04,0.4,0.23,0,0.02,0,0,0.311,5.328,1
0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0.058,0.087,1.54,1
0,0.43,0,0,0,0,0.075,0,5.086,1
0,0,0,0,0,0,0,0,1.6,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1.636,0
0,0,0,0.83,0,0.83,0,0,3.137,0
0.45,0.9,1.81,0,0.45,0,0,0.64,3.607,1
0,0,0,0,1.17,0,0,0.203,4.133,1
0.08,0.08,0,0,0,0,0,0.092,4.16,1
0,0,0,0,0,0,0.305,1.529,5.5,1
0,0,0,0,0,0,0,0,2.575,0
0.19,0,0,0,0,0,0.015,0.061,3.626,1
0,0,0,0,0.66,0,0,0,1.153,0
0,0,2.22,0,0,0,0,0,1.583,0
0,0,0,0,0,0.35,0,0,1.27,0
0,0,0,0,0,0,0,0.072,2.847,0
0,0,0,0,0,0,0,0.11,1.812,0
0.45,0,0,0,0,0,0,0.072,7.857,1
0,0,0,0,0,0,0,0.164,1.391,0
0.41,0,1.65,0,0,0,0,0.904,7.478,1
0,0,0,0,0,0,0,7.843,1.666,1
0,0.75,0.37,0,0,0,0,0.437,3.675,1
0,0,0,4.08,0,0,0,0,1.1,0
0.6,0,0,0,0,0,0,0,1.583,1
0.1,0.1,0,0,0,0,0,0.016,1.915,1
0,0,0,5.12,0,0,0,0,4.368,0
0,0,0,0,0,0,0,0,2.862,0
0,0,0,0,0,0,0.048,0,2.147,0
0,1.08,0,0,0,0,0.117,0,4.134,0
0.5,0.8,0.1,0,0.1,0.1,0,0.49,8.55,1
0,0,0,0,0.56,0.37,0.033,0.099,1.489,0
0,0,0,0,0.44,0.44,0,0,1.613,0
0,0,0,0,0,0,0,0.874,5.114,1
0,0,0,0,0,0,0,0,1.833,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,2.85,0,0,0,1,0
0,0,0,0,1.1,0,0,0.633,1.386,0
0,0,0,0.76,2.29,0,0,0.127,1.755,0
0.44,0.79,0.62,0,0.08,0,0,0.225,6.725,1
0,0,0,0,1.42,0,0,0,1,0
0,0,0,0,0,0,0,0,1.6,0
0,0,0,0,0,0,0,0,1.483,0
0,0,0,0,0,0,0,0,1.75,0
0,0,0.06,0,0.06,0,0.028,0,2.423,0
0,0,0,0,0,0,0,0,1.586,0
0,0,0,0,0,0,0,0,1.136,0
0.91,0,0.91,0,0,0,0,0.455,2.842,1
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1.72,0
0,0.51,0,0,0,0,0.209,0,3.764,0
0,0,0.32,0,0,0,0,0.778,3.756,1
0,0,0,0,0,0,0,0,1.5,0
7.27,0,0,0,0,0,0,0.291,2.444,1
0,0,0,0,3.57,3.57,0,0,1.454,0
0,0,0,0,0,0,0,0,1.666,0
0.33,0.33,0,0,0,0,0,1.027,4.984,0
0,0.06,0.06,0.06,0,0,0.008,0,1.972,0
0.23,0,0,0,0,0,0.073,0,3.184,0
0,0,0,0.44,0,0,0,0,3.901,0
0,0,0,0,0,0.39,0,0.284,1.565,0
0,0,0,0,1.31,0,0,0,1.75,0
0,0.5,0,0,0,0,0.073,0,2.787,0
0,0,1.11,0,0,0,0,0.484,8.375,1
0,0,0,0,1.18,0,0.119,0,2.565,0
0,1.15,0.19,0,0,0,0.027,0.438,14.619,1
0.06,0,0.26,0,0,0,0.036,0.278,3.887,1
0,0.72,0.36,0,0.36,0,0,1.203,18.4,1
0.87,0,2.63,0,0,0,0,0.798,18.454,0
0,0,0,0,0,1.04,0,0.09,1.466,0
0,0,0,0,0,0,0,0,1.428,0
0,0,0,0,0,0,0,0,4.818,1
0,0,0,0,0,0,0,0,2.5,0
0,0,0,0,0,0,0,0,2.533,0
0,0.82,0.08,0,0.08,0,0.221,0,2.816,0
0,0,0,0,2.22,0,0,0.383,1.333,0
0,0,0,0,1.11,0.37,0,0,1.488,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,3.03,0,0,0,2.769,0
0,0,0.55,0,0.55,0,0,0.893,2.122,1
0,0,0,0.11,0.23,0,0,0,1.486,0
0,0,0,0,0,0,0,0,1.75,0
0,0,0,0,0.33,0,0.168,0.224,4.115,0
0,0,0,0,0,0,0,0.145,1.342,0
0,0,0,0,0,0,0,0,1.062,0
0.14,0.57,0.86,0,0,0,0,0.826,5.456,1
0,0,0.47,0,0,0,0,0,7.18,1
0,0,0,0,0,0,0,0.125,7.054,1
0,0,0,0,0,0,0,0,4.308,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1.5,0
0,0.15,0,0,0,0,0.023,0,2.677,0
0.72,0,0,0,0,0,0,0.134,3.066,1
0,0,0,0,0,0,0,0,1.695,0
0,0,0,0,0,0,0,1.096,1.916,1
0,0,0,0,0,0,0,0,2.094,0
0.14,0,0.14,0,0.14,0,0,0.865,5.133,1
0,0.1,0,0,0.05,0,0,0.054,2.37,1
0.02,0.42,0.16,0,0.02,0,0,0.391,5.783,1
0.57,0,0,0,0,0,0,0.518,10.117,1
0,0.04,0,0.02,0,0.26,0.005,0.031,2.246,0
0,0,0.55,0,0.55,0,0,0.683,2.338,1
0,1.36,1.36,0,0,0,0,1.777,9.727,1
0,0,0,0,0,0,0,0,1.75,0
0.9,0,1.81,0,0,0,0,1.492,5.3,1
0,0,7.35,0,0,0,0,1.272,6.055,1
0,0,0,0,0.06,0,0.028,0,2.341,0
0.14,0.42,0,0,0,0,0,0.045,14.88,1
0,0,0,0,0,0,0,0.176,1.758,0
0,0,0,0,0.39,0,0,0,2.5,1
0,0,0.43,0,0.43,0,0,1.133,1.2,1
0,0,0,0,6.66,0,0,1.149,1.5,0
0,0,1.34,0,0,0,0,0,2.25,1
0,0,0,0,0,0,0,0,1.407,0
0,0,0,0,0,0,0,0,3.444,0
1.66,0,0,0,0,0,0,0.368,2.611,1
0,0,0,0,0,0.86,0,0.457,1.192,0
0,0.35,2.1,0,0,0,0,0.348,1.166,1
0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,1.533,0
0,0,0,0,0.4,0,0,0,1.156,0
0.1,0,1.94,0,0,0,0,0.518,8.181,1
0,0,0,0,1.49,0,0,1.069,1,0
0,0.31,1.25,0,0.31,0,0,0.485,3.322,1
0,0,2,0,0,0,0,0.384,8.851,1
0,0,0,0,0,0,0,0,1.488,0
0.86,0,0.86,0,0,0,0,0.759,2.75,1
0.05,0.46,0.11,0,0.08,0,0,0.363,6.171,1
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0.8,1.5,0
0,0,0,0,5.26,0,0,0,1,0
0,0,0,0,0,0.25,0,0,1.287,0
0,0.33,0,0,0,0,0.056,0.056,1.866,0
0.5,0,0,0,0,0,0,0.433,2.441,1
0,0,0,0,0,0,0,1.088,5.714,1
0,0,1.05,0,0.35,0,0,1.284,3.639,1
0.36,0,0,0,0,0,0,0,6.685,1
0,0.06,0.06,0,0,0,0,0.1,2.062,0
0,0,0,0,1.35,0,0,0,1.913,0
0,0,0,0,0.31,0.31,0,0,1.142,0
0,0,0,0,0.68,0,0.104,0,2.102,0
0,1.16,0,0,0,0,0,0,1.2,0
0,0.3,0.25,0,0.15,0,0.014,0.022,1.979,0
0,0,0,0,0.39,0.39,0,0,2.51,0
0,0,0,0,0,0,0,0,2.187,0
0,0,0,1.17,0,0,0,0.361,1.652,0
0,0,0,0,0,0,0,0.084,3.2,1
0,0,0,0,0,0,0,0,2.666,0
0,0,0,0,1.03,0,0,0.51,3.761,1
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1.888,0
0,0.4,0,0,0,3.68,0.139,0.069,2.525,0
0,0,0,0,0,0,0,0,2.5,0
0,0,0.52,0.52,0,0,0,0.175,1.093,0
0,0,0,0,0,0,0.071,0.095,62.75,1
0,0,0,0,0,0,0,0,1.268,0
0,0.05,0.11,0.11,0.05,0,0.025,0.042,2.031,0
1.66,0,3.33,0,0,0,0,1.424,24.333,1
0.64,0.32,0.32,0,0.64,0,0,0,1.752,1
0,0,0,1.21,0,1.82,0,0,6.09,0
0,0.4,0,0,0,0.4,0,0,1.84,0
0,0,0,0,0,0,0.299,0.149,1.04,0
0,0,0,0,0,0,0,0,2.675,1
0.76,0,0,0,0,0,0,0.274,11.035,1
0.18,0,0,0,0,0,0,0.455,1.32,1
0.46,0,0,0,0.46,0,0,0,2.676,1
0,0,0,0,0,0,0,0,2.391,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0.9,0,0,0,0,1.515,0
0,0,0,0,7.69,0,0,0,1.333,0
0,0,0,0,0,0,0,2.865,5.037,1
0,0.91,0,0,0,0,0,0.531,2.9,1
0,0.48,0,0,0.24,0,0,0,2.364,0
0,0.66,1.98,0,0,0,0,0.44,1.382,0
0,0,0,0,0,0,0,0,3.787,0
0,0,0,0,0,0,0,4.733,2.666,1
0,0,0,0,0.8,0,0,0,2.44,0
0.08,0.08,0.08,0,0.17,0,0,0.263,3.076,1
0,0,0,0,0.96,0,0.264,0.052,2.258,0
0,0,0,0,0.35,0,0,0.24,3.414,1
0.58,0,0.58,0,0.39,0,0,0.067,3.015,1
0.62,0,0.62,0,0,0,0,0.456,2.52,1
0,0,0,0,1.69,0,0,0.552,1.461,0
0.3,0.92,0,0,0,0,0,0.181,9.744,1
0,0,0,2.85,0,0,0,0.436,3.071,0
0.33,0.16,0,0,0,0,0,1.151,4.928,1
0,0.32,0,0,0.39,0,0,0,1.571,0
0.63,0,0.63,0,0,0,0.1,0.501,2.458,1
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1.58,0,0.287,1.076,0
0.13,0,0.13,0,0,0,0,0.366,7.138,1
0,0,0,0,0.18,0,0,0,2.188,0
0,0,0,0,0.5,0,0.08,0,1.712,0
0,0,0,0,0,0,0,0.408,6.187,0
0,0.67,0.22,0,0,0,0.064,0.129,7.258,1
0.8,0,0.8,0,0,0,0,0.27,3.115,1
0,0,0,0,0.44,0,0,0,2.588,0
0,0,0,2.35,2.35,0,0,1.156,1.7,0
0,0.57,0.23,0,0.03,0,0.011,0.335,7.202,1
0,0.87,0,0,0,0,0.173,0,3.704,0
0.17,0.17,0,0,0,0,0,1.158,5.163,1
1.01,0,1.26,0,0.25,0,0,0.189,8.972,1
0,0,0,0,0,0,0,0.203,2.541,0
0,0,0,8.33,0,0,0,0,1,0
0,0,0,3.84,0,0,0,0,2.034,0
0,0,0,0,0,0,0,0,2.823,1
0,0,0.8,0,0,0,0,0.511,2.909,1
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1.047,0
0,0,0,0,0,0,0,0,4.23,1
0,0,0,0,0,0,0,0,1,0
0,0,0,0,1.14,0,0,0,1.19,0
0,0,0,0,0,0,0,0,4.062,0
0.7,0,0.7,0,0.35,0,0,0.367,1.88,1
0,0,0,0,0.81,0,0,0.143,1.055,0
0,0.29,0.32,0,0.07,0,0.016,0.639,3.697,1
0,0.29,0.32,0,0.07,0,0.016,0.639,3.697,1
0.87,0,0,0,0.43,0,0,1.021,3.35,1
0,0,0,0,0,0,0,0,1.6,0
0,0,0,0,0,0,1.001,0,2.701,0
0,0,0,0,0,0,0,0,2.057,0
0.41,0,0.41,0.2,0.83,0,0,0.866,5.052,0
0,0,0,0,0.81,0,0,0,1.125,0
0,0,0,0,0,0,0,0.238,2.232,1
0,0,0,2.5,0,0,0,0,1,0
0,0,0,0,0,2.89,0,0.564,1,0
0.3,0,0,0,0.15,0,0,0,1.703,0
0,0,0,0,0,0,0,0,2.565,0
0,0,0,0,0,0,0,0,3.125,0
0.11,0.22,0.44,0,0.44,0,0,0.775,5.782,1
0,0,0,0,0,0,0.305,1.529,5.5,1
0,0,0.29,0,0.58,0,0.055,0,1.122,0
0,0,0,0,0.09,5.74,1.353,0.016,1.679,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,1.09,0,0,0,2.304,0
0,0,0,1.72,1.72,0,0,0,1.2,0
0,0,0,0,0,0,0.166,0,1.428,0
0,0,2.4,0,0,0,0,0.235,1.38,0
0.16,0,0,0,0,0,0,0.08,2.015,1
0,0,0,0,0,0,0,0.211,1,0
0,0,0,0,0,0,0,0,1,1
0,0.66,0.22,0,0,0,0.065,0.13,7.4,1
0,0,0,0,0,0.59,0,0,1,0
1.12,0,0.37,0,0,0,0,0.223,2.021,1
0,0,0,0,0,0,0,2.766,5.607,1
0,0,0,0,0,0,0,0,3.333,0
0,0,0,0,0,0,3.672,0.06,7.464,0
0,1.2,0,0,0,0,0,0.855,4.152,1
0.9,0,0.9,0,0,0,0,0.391,2.15,1
0,0,0,0,0,0,0,0.216,1,0
0,0,0,0,0,0,0,0,2.75,0
0.86,0,0,0,0.86,0,0,0,4.541,1
0,0,0,0,1.63,0,0,0,2.333,0
0,0,0,0,1.33,0,0,0.417,3.812,1
0,0,0,0,0.82,0,0,0.164,1.279,0
0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,1.8,0
0.34,0,2.04,0,0,0,0,0.215,6.978,1
0,0,0,0,0,0,0,0,1.071,0
0,0,0,0,0,0,0,0,1.88,0
0,0,0,0,0,0,0,0,1,1
0,0,0.62,0,0,0,0,1.055,2.033,1
0,0.48,0,0,0.05,0,0.172,0,2.758,0
0.25,0,0.5,0.25,0,0,0,0.082,1.89,1
0,0,0,0,0,0,0.309,0.154,3.304,0
0.32,0.32,0,0,0,0,0,0,5.633,0
0,0,0,0,0,0,0,0,1.5,0
0,0,1.61,0,0,0,0,0,2.405,0
0,0,0,0,0,0,0,0,1.827,0
0,0,0,0,0,0,0,0,3.651,0
0,0,0,0,0.58,0,0.188,0,2.246,0
0,0,0,0,1.17,0,0,0.886,1.966,1
0,0,0,0,0,0,0,0,3.333,0
0,0,0,0,0,0,0,0,5.5,0
0,0,2.5,0,0,0,0,0.111,1.672,1
0,0,0,0,0,0,0,0.185,10.585,1
0,0,0,0.71,0,0,0,0.055,15.333,0
0,0,0,0,2.56,2.56,0,0,3.333,0
0,0.09,0,0,0,0,0.778,5.213,5.781,1
0.44,0.22,0.44,0,0,0,0,0.563,86.65,1
0,0,0,0,0.24,0.49,0,0.037,2.367,0
0,0,0,0.77,0,0,0,0,1.156,0
0,0,0,0,0.59,1.19,0,0.212,1.7,0
0,0,0,0,0,0,0,0,1.181,0
0.08,0.08,0,0,0,0,0,0.098,4.049,1
0,0,0,0,0,0,0,0,2.208,0
2.22,0,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,20,0
1.07,0.26,0,0,0.8,0,0,0.324,7.369,1
0,0,0,0,0,0,0,0,1,0
0,0,0.26,0,0.53,0,0.174,0.043,2.879,0
0,0,0,0,0,0,3.838,0.062,6.912,0
0,0,0,0,0,0,0,0.21,1.454,0
0,0,0,0,0,0,0,0,2.166,0
0,0,0,0,3.44,0,0,0,1,0
0,0.41,0.13,0,0.41,0,0,0.379,2.329,1
0,0,0,0,0,3.57,0,0,1,0
0.64,2.59,0.64,0,0,0,0,0.233,1.136,1
0,0,2.4,0,0,0,0,0.151,2.611,1
0,0,0.19,0.38,0,0,0.068,0.022,1.74,0
0,0,0,0,0,0,0.08,0,3.9,0
0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,1.458,0
0,0,0,0,0,2.85,0,0.175,3.125,0
0,0,0,0,0,0,0,0,4,0
0.08,0.35,0.53,0,0,0,0,0.369,4.911,1
0.29,0,0.87,0,0,0,0,0.14,4.892,1
0,0.56,0.06,0,0,0,0.187,0,2.829,0
0,0,0,0,0.76,1.52,0,0,1.216,1
0,0.73,0,0,0,0,0.126,0,3.212,0
0,0,0.6,0,0,0,0,0.077,3.277,0
0,0,0,0,0,0.78,0,0.12,2.862,0
0,0,0,0,0,0,0.264,0,4.333,1
0.07,0.66,0.14,0,0,0,0,0.319,4.689,1
0,0,0,0,0,0,0,0,1.9,0
0,0.61,0,0,0.17,0,0,0.556,19.234,1
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.71,0,0,0,2.239,0
0,0,0,0,0,0.89,0,0,2.27,0
0,0,0,1.31,0,0,0,0,1.266,0
0,0,0,4.83,0,0,0,0,1.666,0
0,0,0,0,0,0,0,0,5.888,0
0,0,0,0.71,0.53,0,0.052,0.026,2.941,0
1.21,1.21,0,0,0,0,0,0.555,104.666,1
0,0,0,0,1.26,0,0,0.215,4.277,1
0.53,0,0,0,0,0,0,0,2.131,1
0,0,0,0,2.85,0,0,0,3.8,0
0,0,2.04,0,0,0,0,0.174,1.787,1
0,0.19,0.26,0,0,0,0.011,0.449,13.235,1
0,0,0,0,1.44,1.44,0,0.114,1.645,0
0.19,0.89,0,0,0,0,0,0.412,4.195,1
0,0,0,0,1.58,1.58,0,0,2.071,0
0,0,0,0,0,0,0,0,2.275,0
0,0,0,0,0,0,0.145,0.725,1.187,0
0,0,0,0,0,0,0,0.111,1.76,0
0,0,0,0.46,1.38,0.92,0.149,0,1.76,0
0,0,0,0,0,0,0.041,0.031,1.912,0
0,0.28,0,0,0,0,0,0.08,2.396,0
0,0,0,0,2.94,0,0,0,1.562,0
0.74,0,0.74,0,0,0,0,0.355,2.15,1
0,0,0,0,0,0,0,0,1.375,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,2.24,0
0,0,0,0,0,0,0,0,1.652,0
0,0,0,0,0,0,0,0.273,2.588,0
0,0,0,0,0,0,0,0,1.25,0
0.59,0,0,0,0,0,0,0,8.586,1
0,0,0,0,0,0,0,0,1.961,0
0,0.43,0,0,0,0,0,0,2.119,0
1.31,0,0,0,0,0,0,0.522,1.69,1
0,0,0,0,0,0,0,0,2.75,1
0.5,0.8,0.1,0,0.1,0.1,0,0.488,8.55,1
0,0,0,0,0,0,0.164,0.01,2.729,0
0,0,0,0,0,3.26,0,0,3.066,0
0,0,0,0,0,0,0,0,17.952,0
0.15,0.61,0.61,0,0,0,0,0.698,5.101,1
0,0.37,0.37,0,0,0,0,1.248,58.705,1
0,0,0,0,0,2.8,0.267,0,4.808,0
0,0.92,0,0,0,0,0.014,0,2.785,0
0.38,0,0.38,0,0,0,0,0.122,2.08,1
0.15,0,0.15,0,0,0,0,0.567,5.425,1
0,0,0,0,0.84,0,0,0.143,1.37,0
0,0,0,0,0,0,0,0,2.017,0
0,0,0,0,1,0,0,0.487,2.291,0
0,0,0,0,0,0,0.147,0.294,2.333,1
0.04,0.4,0.64,0,0.12,0,0.019,0.37,3.225,1
0.45,0,0,0,0,0,0,0.203,8.517,1
2.28,0,0,0,0.57,0,0,0.487,16.217,1
0,0,1.05,0,1.05,0,0,0.338,1.468,0
0,0,0,0,0.09,2.24,0.123,0.013,3.625,0
0.03,0.37,0.51,0,0.03,0,0.011,0.379,3.341,1
0,0,0,0,0.95,0.95,0,5.78,2.13,0
0,0,0.9,0,0,0,0,0,2.15,0
0,0,0,0,0,0,0,0.809,3,0
1.6,0,0,0,0.53,0,0,0.159,4.555,1
0,0,1.41,0,0,0,0,0,4.176,1
0,0,0,0,0,0,0,0.546,1.75,0
0,0,0.47,0,0,0,0,1.68,57.23,1
0,0,0,0,0,0,0,0,2.733,0
0,0,0,0,0,0,0,0,2,1
